sentence,label,datatype,title,publication_date,file_id,-1,Profit,Dividend,MergerAcquisition,SalesVolume,BuyRating,QuarterlyResults,TargetPrice,ShareRepurchase,Turnover,Debt
"But at BHP Billiton , where Chip Goodyear will pass the chief executive 's cap to Marius Kloppers in September , it looks as though the credit crunch never happened .",-1,holdin,steady as bhp goes andrew hill - lombard,23-08-2007,129,1,0,0,0,0,0,0,0,0,0,0
"BHP Billiton has received the final environmental approval for its $ 20bn iron ore project in Western Australia , as the world 's biggest mining groups come under pressure from shareholders to take a more cautious approach to investment .",-1,holdin,FT other BHP,31-05-2012,979,1,0,0,0,0,0,0,0,0,0,0
""" It is probably better than it was in March , but still materially lower than it was in April . """,-1,holdin,tesco forecasts uk sales rebound,13-06-2011,379,1,0,0,0,0,0,0,0,0,0,0
"Lex , Page 18",-1,holdin,british land looking to rebuild its portfolio,18-11-2009,1,1,0,0,0,0,0,0,0,0,0,0
The takeover of Cadbury could be completed by mid-February and Arm is currently in pole position to take its place in the Footsie .,-1,holdin,banks trail ftse amid concern over barclays cash call,20-01-2010,753,1,0,0,0,0,0,0,0,0,0,0
"Yesterday , Abu Dhabi also completed its sale of pound(s)1.25bn in reserve capital notes - instruments similar to preference shares - which was about half the stake it bought in November .",-1,holdin,temasek loses pound(s)500m on barclays stake sale,4-06-2009,611,1,0,0,0,0,0,0,0,0,0,0
"According to Mr Chen , such deals put Barclays at risk of "" double defaults "" , whereby the underlying assets default and counterparties including the monolines fail to honour their insurance commitment .",-1,holdin,barclays drops 24% on fresh concerns about writedowns,6-03-2009,958,1,0,0,0,0,0,0,0,0,0,0
"The results next month will put pressure on management to restructure its investment banking operations , according to Exane BNP Paribas .",-1,holdin,doubts over barclays capital help to break banks' winning streak,25-01-2012,45,1,0,0,0,0,0,0,0,0,0,0
Barclays upbeat as it sets out to woo investors,-1,holdin,barclays upbeat as it sets out to woo investors,17-04-2009,606,1,0,0,0,0,0,0,0,0,0,0
"Sales of Tesco 's Finest range of premium foods were up more than 10 per cent compared with two years ago , while non-food sales were up 3 per cent .",['SalesVolume'],holdin,tesco sees confidence return with rise in sales,8-12-2010,532,0,0,0,0,1,0,0,0,0,0,0
"The FTSE 100 fell 24.6 points , or 0.4 per cent , to 5,990.2 , while the FTSE 250 dropped 135.8 points , or 1.3 per cent , to 10,108.7.",-1,holdin,bhp bucks weaker trend on chinese stake-building talk,9-04-2008,883,1,0,0,0,0,0,0,0,0,0,0
"As a result , industrial production , retail sales and fixed-asset investment have maintained robust expansions , the latter boosted by post- earthquake rebuilding . """,-1,holdin,"view of the day - yingxi yu, barclays capital",7-08-2008,35,1,0,0,0,0,0,0,0,0,0,0
"Vague rumours of M&A helped boost the engineering sector , with GKN moving up 1 per cent to 128 1/2 p.",-1,holdin,bhp billiton and anglo american lead footsie higher,19-01-2010,798,1,0,0,0,0,0,0,0,0,0,0
"He has linked senior managers ' pay to ROCE improvement , which suggests he means it .",-1,holdin,tesco,20-04-2011,536,1,0,0,0,0,0,0,0,0,0,0
Others are willing to give Mr Dudley the benefit of the doubt .,-1,holdin,FT other BP,02-05-2012,541,1,0,0,0,0,0,0,0,0,0,0
"Andy Higginson , finance director , said the 5.5 per cent rise in underlying sales in the 14 weeks to November 19 - against 6.6 per cent in the previous quarter - was "" very strong "" when taken against the retailer 's "" longer-term historical performance "" .","['QuarterlyResults', 'SalesVolume']",holdin,tesco feels effect of weaker consumer confidence general retailers,26-11-2005,112,0,0,0,0,1,0,1,0,0,0,0
"The international business performed better than the UK , with sales over the festive season up 26.9 per cent .",['SalesVolume'],holdin,slowdown ends tesco's run,16-01-2008,386,0,0,0,0,1,0,0,0,0,0,0
Credit : By Jenny Wiggins in London,-1,holdin,unilever pledge boosts confidence,8-05-2009,42,1,0,0,0,0,0,0,0,0,0,0
"With the sharp rise in fertiliser prices , Potash shares had underperformed peers since June , in spite of BHP 's bid in August , Citi noted .",-1,holdin,footsie rallies as pressure grows on bhp to drop bid,29-10-2010,630,1,0,0,0,0,0,0,0,0,0,0
"In the UK , trading profit , which excludes profits from property and exceptional items , fell 1 per cent to pound(s)2.48bn in the year to February 25 , compared with the same period a year previously , and sales from stores open at least a year fell 1.2 per cent in the second half compared with the year earlier .","['Profit', 'SalesVolume']",holdin,jury out on tesco blueprint for uk revival,19-04-2012,288,0,1,0,0,1,0,0,0,0,0,0
Vodafone writes down $5.9bn,-1,holdin,vodafone writes down $5.9bn,14-11-2012,900,1,0,0,0,0,0,0,0,0,0,0
A successful merger between the two companies would create a banking group worth about Euros 117bn .,-1,holdin,barclays 'interest' boosts abn europe,20-03-2007,553,1,0,0,0,0,0,0,0,0,0,0
Hopes of a cash return lifted Tesco as the FTSE 100 's rally extended into a third day .,-1,holdin,tesco up on hopes that expansion plan cuts will help trigger buybacks,18-10-2012,773,1,0,0,0,0,0,0,0,0,0,0
Some already have their eye on Pounds 3bn in profit in coming years .,['Profit'],holdin,tesco at a discount alison smith - lombard,3-06-2005,347,0,1,0,0,0,0,0,0,0,0,0
"The increases will take its dividend payouts for the financial year to Pounds 2.8bn , giving it a healthy yield - based on yesterday 's share price close - of almost 3 per cent .",['Dividend'],holdin,vodafone to double dividend and increase share buyback,17-11-2004,454,0,0,1,0,0,0,0,0,0,0,0
"But BHP Billiton , the world 's largest miner , pleased investors yesterday by delivering a final dividend of 41 cents a share , giving a total of 82 cents for the year to June 30 .",['Dividend'],holdin,luck and oil boost bhp's balance sheet,13-08-2009,925,0,0,1,0,0,0,0,0,0,0,0
Vodafone has been at the centre of fevered market speculation about consolidation in the telecommunications sector .,-1,holdin,vodafone eyes selective deals,30-05-2007,355,1,0,0,0,0,0,0,0,0,0,0
"Holidaybreak added 3.8 per cent to 427p after the tour group recommended a 432.1p per share takeover offer from Cox & Kings , its India-based peer .",-1,holdin,lloyds and barclays lead banks' retreat as ftse loses ground,28-07-2011,429,1,0,0,0,0,0,0,0,0,0,0
"Standard & Poor 's , the ratings agency , said Vodafone 's ratings were unchanged by the buy-back , but added : "" A weakening of operating performance . . . or any future revision of guidance for 2009 , could put pressure on the ratings and outlook . """,['BuyRating'],holdin,vodafone reveals plan for pound(s)1bn share buy-back,24-07-2008,30,0,0,0,0,0,1,0,0,0,0,0
"The entire project , including work at the mine itself , could cost in excess of $ 20bn , according to analysts at Deutsche Bank .",-1,holdin,FT other BHP,31-05-2012,979,1,0,0,0,0,0,0,0,0,0,0
"The FTSE 100 ended down 2.02 points at 5,852.62 , giving it a weekly decline of 1.1 per cent .",-1,holdin,vodafone hits two-month high despite dividend doubts,22-09-2012,604,1,0,0,0,0,0,0,0,0,0,0
"Still , it has big , legitimate acquisition opportunities .",-1,holdin,vodafone suffers a congestion charge,16-11-2005,640,1,0,0,0,0,0,0,0,0,0,0
"Consensus first-half earnings are put at pound(s)6.8bn , a 10 per cent decline but mostly owing to foreign exchange movements .",['Profit'],holdin,vodafone set for service revenue dip,12-11-2012,497,0,1,0,0,0,0,0,0,0,0,0
Xstrata lost 4.2 per cent to pound(s)10.05 following the surprise news that it had been given a one-week extension to respond to Glencore ' s takeover offer .,-1,holdin,vodafone hits two-month high despite dividend doubts,22-09-2012,604,1,0,0,0,0,0,0,0,0,0,0
"There could also be interest in C&W Worldwide 's corporate voice , data and hosting services to bolster Vodafone 's own enterprise business .",-1,holdin,vodafone confirms talks with c&ww,14-02-2012,67,1,0,0,0,0,0,0,0,0,0,0
"A European recession combined with 50 per cent haircuts on Italian and Spanish debt would leave the European banks needing EUR287bn to meet capital requirements , SocGen said .",-1,holdin,barclays and rbs take lead amid hopes that worst is factored in,12-10-2011,424,1,0,0,0,0,0,0,0,0,0,0
""" We want to move the culture more from discussing and analysing . . . to action , "" he said .",-1,holdin,unilever ahead and stresses cheap brands,7-08-2009,353,1,0,0,0,0,0,0,0,0,0,0
Miners provided the foundation for the rally amid reports that the Australian government was ready to water down its proposals for a resources super-tax .,-1,holdin,vodafone lifted by prospect of french and chinese sales,27-05-2010,401,1,0,0,0,0,0,0,0,0,0,0
Marks and Spencer is thought to have seen sales of organic produce rise by half over the six-week Christmas window .,['SalesVolume'],holdin,tesco christmas sales up 5.9% *organic foods boost uk's biggest retail chain*demand for premium rang,17-01-2007,779,0,0,0,0,1,0,0,0,0,0,0
"First-half margins are expected to be slightly lower at about 31 per cent , with falling European margins likely to be offset by expansion in South Africa and India .",['Profit'],holdin,vodafone set for service revenue dip,12-11-2012,497,0,1,0,0,0,0,0,0,0,0,0
The bank said this second phase of the transaction could help increase revenue synergies of R1.4bn that have been promised by Barclays within four years .,-1,holdin,barclays plans integration after absa bank deal,10-05-2005,990,1,0,0,0,0,0,0,0,0,0,0
"The investigation centres on whether there was appropriate disclosure of fees paid by Barclays to the Qatar Investment Authority , the emirate 's sovereign wealth fund , when it made the investment .",-1,holdin,barclays' bad month capped by double blow,28-07-2012,479,1,0,0,0,0,0,0,0,0,0,0
"This included interest charges of Pounds 10m ( Pounds 11.7m ) and exceptional items of Pounds 12m , including a Pounds 6.8m asset impairment change .",-1,holdin,ailing group's plea on barclays debt deal,27-06-2007,365,1,0,0,0,0,0,0,0,0,0,0
"Credit Suisse also turned positive on Tesco , which rose 1.6 per cent to 378.2p.",-1,holdin,tesco wins analyst applause for turnround efforts,7-03-2013,312,1,0,0,0,0,0,0,0,0,0,0
Retail stocks have been some of the worst performers in the FTSE over the past two weeks as a glut of poor trading statements stokes wider concerns about the outlook for 2008 .,-1,holdin,overseas sales cushion softer uk for tesco,16-01-2008,377,1,0,0,0,0,0,0,0,0,0,0
* UK 's biggest supermarket group reports strong first-quarter sales growth,"['QuarterlyResults', 'SalesVolume']",holdin,tesco expects pounds 300m profit rise,25-06-2005,63,0,0,0,0,1,0,1,0,0,0,0
Merrill Lynch has raised its target price on BG to Pounds 12 after lifting its long-term crude price forecast by Dollars 10 to Dollars 70 a barrel .,['TargetPrice'],holdin,barclays and rbs left bruised,14-12-2007,380,0,0,0,0,0,0,0,1,0,0,0
"Now , even though it would mean pain for bankers , Barclays should engage in the debate about devising a framework where big banks can safely fail .",-1,holdin,barclays bounces,17-02-2010,12,1,0,0,0,0,0,0,0,0,0,0
""" After a substantial pull-back in share prices , we believe that there is excellent value in the sector , "" it argued .",-1,holdin,vodafone lifted by prospect of french and chinese sales,27-05-2010,401,1,0,0,0,0,0,0,0,0,0,0
But Mr Agius was immediately forced to defend Barclays in the face of the two new setbacks .,-1,holdin,barclays' bad month capped by double blow,28-07-2012,479,1,0,0,0,0,0,0,0,0,0,0
"Added to dividends , this would equate to returning about 60 per cent of its current market capitalisation to shareholders , it said .",['Dividend'],holdin,tesco up on hopes that expansion plan cuts will help trigger buybacks,18-10-2012,773,0,0,1,0,0,0,0,0,0,0,0
Its shares closed 6.8 per cent lower at 492p as analysts lowered forecasts in the wake of disappointing annual results .,-1,holdin,price war fears hit vodafone,21-02-2008,87,1,0,0,0,0,0,0,0,0,0,0
"The move comes after Philip Clarke , chief executive , blamed a ferocious fightback from rival supermarkets for the 2.3 per cent decline in Tesco 's UK sales from stores open at least a year , as its big competitors bombarded customers with vouchers and coupons .",['SalesVolume'],holdin,tesco starts sales fightback with new voucher campaign,19-01-2012,504,0,0,0,0,1,0,0,0,0,0,0
"The FTSE 100 closed down 125.7 points , or 1.9 per cent , at 6,498.7 while the FTSE 250 dropped 198.2 points , or 1.7 per cent , to 11,584 .",-1,holdin,footsie trips up butpotential in china bolsters barclays,25-07-2007,754,1,0,0,0,0,0,0,0,0,0,0
REAL ESTATE,-1,holdin,british land looking to rebuild its portfolio,18-11-2009,1,1,0,0,0,0,0,0,0,0,0,0
"The FTSE 100 slipped 7.3 points , or 0.2 per cent , to 4,982.5 while the mid-cap FTSE 250 rose 14.7 points , or 0.2 per cent , to 7,001.7.",-1,holdin,poor performance by vodafone sees footsie end winning streak london,25-05-2005,533,1,0,0,0,0,0,0,0,0,0,0
"HSBC added to concerns about consumer debt yesterday , saying it had seen a "" marked "" increase in bad and doubtful debts in the first quarter .",['QuarterlyResults'],holdin,FT other HSBC,28-05-2005,393,0,0,0,0,0,0,1,0,0,0,0
The shares dropped 7.2 per cent to 382 1/2 p.,-1,holdin,goldman says time is ripe for vodafone to quit us venture,27-10-2010,336,1,0,0,0,0,0,0,0,0,0,0
"With the shares already valued at more than 40 times forward earnings , the lack of upgrades was punished .",-1,holdin,goldman says time is ripe for vodafone to quit us venture,27-10-2010,336,1,0,0,0,0,0,0,0,0,0,0
From Mr Robin Creswell .,-1,holdin,tesco's market share is no reason for probe,28-09-2005,410,1,0,0,0,0,0,0,0,0,0,0
"However , Mr Higginson - echoing comments made by Stuart Rose , of Marks and Spencer , last month - tried to play down talk of a consumer downturn on the back of the credit squeeze .",-1,holdin,tesco urges 'decisive' interest rate cut,5-12-2007,185,1,0,0,0,0,0,0,0,0,0,0
"Meanwhile , BGI , known as a passive investment manager , now contains the world 's largest institutionally owned hedge fund , with more than Dollars 10bn of assets .",-1,holdin,barclays the,6-08-2005,263,1,0,0,0,0,0,0,0,0,0,0
